数据生成时间：2019-09-04 16:37
数据生成条件：
1. 时间范围：20190901至20190903
2. 时间单位：分日
3. 推广设备：移动设备，计算机
4. 投放网络：全部

账户,日期,推广计划,推广单元,关键词,搜索词,账户添加状态,展现,点击,消费,平均点击价格,网页转化,商桥转化
"远大肛肠医院12","2019-09-01","新加广泛-ZC-痔疮[新]","割完痔疮多久大便才不痛","割痔疮疼吗","割痔疮疼吗","已添加",1,1,12.18,12.18,0,0
"远大肛肠医院12","2019-09-01","新加广泛-ZC-痔疮[新]","长痔疮屁眼会痒吗","痔疮是不是很痒","痔疮刚开始是不是会痒","未添加",1,1,9.60,9.60,0,0
"远大肛肠医院12","2019-09-01","新加广泛-ZC-痔疮[新]","做痔疮要多少费用","痔疮的费用","痔疮的费用","已添加",1,1,7.26,7.26,0,0
"远大肛肠医院12","2019-09-01","新加广泛-ZC-痔疮[新]","治痔疮哪家医院比较好","痔疮治疗哪家好","南昌哪个医院治疗痔疮最好","未添加",2,1,11.05,11.05,0,0
"远大肛肠医院12","2019-09-01","新加广泛-ZC-痔疮[新]","武汉整痔疮专科医院有哪几家","深圳痔疮医院","深圳痔疮医院","已添加",1,1,15.56,15.56,0,0
"远大肛肠医院12","2019-09-01","新加广泛-ZC-痔疮[新]","女性痔疮治疗怎么治疗","痔疮怎么治","痔疮怎么治","已添加",4,3,49.66,16.55,0,0
"远大肛肠医院12","2019-09-01","新加广泛-ZC-痔疮[新]","混合痔用肛泰栓后几天能消肿","割痔疮要住院几天","割痔疮要住院多久","未添加",2,1,11.97,11.97,0,0
"远大肛肠医院12","2019-09-01","新加广泛-ZC-外痔[新]","赘皮外痔怎么治疗","外痔有哪些治疗方法","治疗痔疮最好方式","未添加",1,1,4.71,4.71,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门湿疹+","肛门湿疹+低价","肛门湿疹用什么","肛门瘙痒有溃疡用什么药","未添加",1,1,4.78,4.78,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门湿疹+","肛门湿疹+低价","肛门外围痒","痔疮会导致肛门瘙痒吗","未添加",1,1,2.12,2.12,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门湿疹+","肛门湿疹+低价","男人肛门湿疹图片","男性湿疹图片","未添加",1,1,0.31,0.31,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门湿疹+","肛门湿疹+低价","肛门附近痒原因","肛门瘙痒是怎么回事","已添加",8,5,28.97,5.79,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门湿疹+","肛门湿疹+低价","肛门附近痒原因","肛门附近瘙痒是怎么回事","未添加",1,1,5.66,5.66,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门湿疹+","肛门湿疹+低价","肛门湿疹是什么","肛门湿疹可以直接涂抹什么药","未添加",1,1,2.57,2.57,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛肠-新+","gc科9-12","肛肠属于内科还是外科","内科包括哪些","未添加",8,1,1.50,1.50,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛肠-新+","医院短语8-12","深圳肛门医院","远大肛医院","已添加",2,1,17.66,17.66,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛肠-新+","肛肠+求定性4(1)","肛肠图片","深肛","未添加",2,1,2.13,2.13,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛肠-新+","肛肠短语4-11","深圳肛门","深肛","未添加",2,1,0.15,0.15,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛肠-新+","肛肠手术11-20","深圳市痔疮手术","痔疮为什么不建议手术","未添加",2,1,6.63,6.63,0,0
"远大肛肠医院12","2019-09-01","新加广泛-菊花~~~新增","菊花+怎么回事","菊花痒痒怎么回事","蛋皮痒","未添加",2,1,9.43,9.43,0,0
"远大肛肠医院12","2019-09-01","新加广泛-菊花~~~新增","菊花+怎么回事","菊花总是很痒怎么回事","菊花痒了怎么办","未添加",1,1,3.40,3.40,0,0
"远大肛肠医院12","2019-09-01","新加广泛-菊花~~~新增","菊花+怎么办","拉屎拉的菊花疼怎么办","菊花裂了疼怎么办","未添加",1,1,4.56,4.56,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门+流量词","肛门+烂了","屁股烂了的原因","屁股烂了涂什么药管用","未添加",1,1,2.27,2.27,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门+流量词","肛门+瘙痒","肛门发痒是什么病","肛门痒是痔疮吗","已添加",1,1,11.07,11.07,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门+流量词","肛门+瘙痒","肛门发痒是啥原因","肛周瘙痒","已添加",1,1,3.70,3.70,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门+流量词","肛门+瘙痒","治疗肛门发痒","痔疮痒怎么办","已添加",1,1,24.31,24.31,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门+流量词","肛门+瘙痒","为什么肛门会发痒","肛门痒用什么药膏最好","未添加",1,1,7.43,7.43,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门+流量词","肛门+瘙痒","肛门肛门瘙痒","屁股洞旁边瘙痒","未添加",1,1,7.35,7.35,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门+流量词","肛门+瘙痒","肛门口发痒是怎么回事","肛门痒红肿","已添加",1,1,6.56,6.56,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门+流量词","肛门+瘙痒","肛门口发痒是怎么回事","肛门瘙痒是怎么回事","已添加",22,6,55.99,9.33,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门+流量词","肛门+瘙痒","肛门口发痒是怎么回事","肛门瘙痒用什么药膏好","已添加",7,1,7.03,7.03,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门+流量词","肛门+瘙痒","肛门口发痒是怎么回事","肛门湿疹","已添加",3,1,8.96,8.96,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门+流量词","肛门+瘙痒","肛门周围发痒","肛门瘙痒用什么药膏好","已添加",3,1,16.26,16.26,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门+流量词","肛门+汗水","屁股经常出汗怎么回事","出汗的好处","未添加",4,1,1.16,1.16,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门+流量词","肛门+汗水","屁股经常出汗怎么回事","出汗多怎么办","未添加",1,1,1.49,1.49,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门+流量词","肛门+汗水","屁股经常出汗怎么回事","屁股出汗多是怎么回事","未添加",1,1,3.33,3.33,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门+流量词","肛门+潮湿","肛门潮湿瘙痒是什么","肛门疼痛用什么药膏好","未添加",1,1,9.18,9.18,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门+流量词","肛门+黄水","屁股流黄水是怎么了","脚气流黄水","未添加",2,1,0.89,0.89,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门+流量词","肛门+液体","肛门流白色液体","下面会流出白色液体","未添加",1,1,1.87,1.87,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门+流量词","肛门+屁臭","屁好臭是怎么回事","厕所很臭怎么办","未添加",3,1,1.26,1.26,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门+流量词","肛门+屁臭","屁特别臭","女生为什么放屁很臭","未添加",1,1,0.81,0.81,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门+流量词","肛门+屁臭","屁很臭是怎么回事","放屁很臭是怎么回事","未添加",6,1,1.36,1.36,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门+流量词","肛门+屁臭","屁为什么那么臭","大便很粘稠放屁又很臭","未添加",1,1,1.85,1.85,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门+流量词","肛门+屁臭","为什么屁是臭的","大便很粘稠放屁又很臭","未添加",1,1,0.76,0.76,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门+流量词","肛门+肿了","红肿发炎怎么处理","碰伤红肿内发炎了怎么处理","未添加",4,1,2.15,2.15,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门+流量词","肛门+流水","肛门出水怎么回事呀","肛门 出水","未添加",1,1,0.60,0.60,0,0
"远大肛肠医院12","2019-09-01","新加广泛-直肠脱垂+","症状","直肠脱垂的临床症状","直肠晚期症状","未添加",1,1,3.69,3.69,0,0
"远大肛肠医院12","2019-09-01","新加广泛-直肠脱垂+","症状","直肠脱垂的主要症状","直肠粘膜内脱垂症状","已添加",1,1,0.53,0.53,0,0
"远大肛肠医院12","2019-09-01","新加广泛-直肠脱垂+","治疗","直肠内粘膜脱垂怎么治","直肠粘膜脱垂用药","未添加",1,1,1.57,1.57,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门坠胀+","坠胀+求定性6(2)","小腹肛门坠胀","小腹涨是什么原因","未添加",1,1,1.08,1.08,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门坠胀+","坠胀+求定性6(2)","小腹肛门坠胀","下腹坠痛","未添加",1,1,6.05,6.05,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门坠胀+","坠胀+求定性9","肛门坠胀大便次数多","每天大便多次怎么回事","未添加",3,1,5.12,5.12,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门坠胀+","坠胀+求定性9","大便在肛门拉不出","拉不出屎怎么办","未添加",4,1,1.75,1.75,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门坠胀+","坠胀+求定性6(4)","肛门小腹坠胀","痔疮引起小腹坠胀","未添加",1,1,1.92,1.92,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门坠胀+","短语8-18","肛门有坠胀和排便感","为什么老感觉想拉大便","未添加",1,1,0.55,0.55,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门坠胀+","坠胀+求定性6(3)","肛门胀想大便","老是想大便又拉不出来怎么回事","未添加",1,1,0.59,0.59,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门坠胀+","坠胀+求定性8(2)","女性小腹肛门坠胀","下腹有下坠感怎么回事","未添加",1,1,1.68,1.68,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门坠胀+","坠胀+求定性8(2)","下腹隐痛肛门坠胀","小腹有下坠感是什么原因?","未添加",1,1,1.40,1.40,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门坠胀+","坠胀+求定性8(2)","女性小腹坠胀疼痛","下腹部坠痛","未添加",1,1,1.96,1.96,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门坠胀+","坠胀+求定性8(2)","女性小腹坠胀疼痛","小腹胀痛女","未添加",69,2,3.28,1.64,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门坠胀+","坠胀+求定性8(2)","女性小腹坠胀疼痛","小腹坠坠的","未添加",1,1,0.82,0.82,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门坠胀+","坠胀+求定性8(2)","女性小腹坠胀疼痛","小腹疼痛是怎么回事","未添加",17,1,0.45,0.45,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门坠胀+","坠胀+求定性8(2)","女性小腹坠胀疼痛","小腹胀痛是怎么回事","未添加",5,2,9.48,4.74,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门坠胀+","坠胀+求定性8(2)","女性小腹坠胀疼痛","小腹坠疼是怎么回事","未添加",1,1,4.42,4.42,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门坠胀+","坠胀+求定性8(2)","女性小腹坠胀疼痛","女生小腹胀痛","未添加",2,1,2.54,2.54,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门坠胀+","坠胀+求定性8(2)","女性小腹坠胀疼痛","女性左下腹疼","未添加",2,1,0.90,0.90,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门坠胀+","坠胀+求定性8(2)","女性小腹坠胀疼痛","女性下腹坠胀","未添加",1,1,4.98,4.98,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门坠胀+","坠胀+求定性8(2)","女性小腹坠胀疼痛","下腹痛的原因","未添加",2,1,5.73,5.73,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门坠胀+","坠胀+求定性8(2)","女性小腹坠胀疼痛","女生左下腹疼痛是什么原因","未添加",2,1,0.37,0.37,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门坠胀+","坠胀+求定性8(2)","女性小腹坠胀疼痛","女生小腹痛的原因","未添加",4,1,0.17,0.17,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门坠胀+","坠胀+求定性8(2)","女性小腹坠胀疼痛","女性腹部左下方疼","未添加",1,1,1.44,1.44,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门坠胀+","坠胀+求定性8(2)","女性小腹坠胀疼痛","下腹好痛怎么回事","未添加",1,1,1.49,1.49,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门坠胀+","坠胀+求定性8(2)","女性小腹坠胀疼痛","小腹疼痛怎么回事","未添加",3,2,1.72,0.86,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门坠胀+","坠胀+求定性8(2)","女性小腹坠胀疼痛","小腹坠痛怎么回事","未添加",1,1,0.33,0.33,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门坠胀+","坠胀+求定性8(2)","女性小腹坠胀疼痛","女性为什么左下腹会痛","未添加",1,1,0.37,0.37,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门坠胀+","坠胀+求定性8(2)","女性小腹坠胀疼痛","下腹坠痛","未添加",4,3,7.79,2.60,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门坠胀+","坠胀+求定性8(2)","女性小腹坠胀疼痛","小腹隐隐作痛是什么原因女性","未添加",62,6,4.53,0.76,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门坠胀+","坠胀+求定性8(2)","女性小腹坠胀疼痛","小腹坠胀痛是怎么回事","未添加",2,1,0.36,0.36,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门坠胀+","坠胀+求定性8(2)","女性小腹坠胀疼痛","小腹两侧隐隐作痛是什么原因女性","未添加",16,1,0.37,0.37,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门坠胀+","坠胀+求定性8(2)","女性小腹坠胀疼痛","小腹坠胀疼是怎么回事","未添加",1,1,1.31,1.31,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门坠胀+","坠胀+求定性8(2)","小腹坠胀疼痛","左下腹部隐痛的原因","未添加",24,1,1.62,1.62,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门坠胀+","坠胀+求定性8(2)","小腹坠胀疼痛","小腹像抽筋一样疼怎么回事","未添加",2,1,1.48,1.48,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门坠胀+","坠胀+求定性8(2)","小腹坠胀疼痛","下腹部隐痛的原因","未添加",16,4,5.32,1.33,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门坠胀+","坠胀+求定性8(2)","小腹坠胀疼痛","左下腹胀痛是怎么回事","未添加",1,1,4.78,4.78,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门坠胀+","坠胀+求定性8(2)","小腹坠胀疼痛","左下腹部隐痛的原因男","未添加",2,1,2.19,2.19,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门坠胀+","坠胀+求定性8(2)","小腹坠胀疼痛","右下腹疼痛是什么原因","未添加",5,1,2.74,2.74,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门坠胀+","坠胀+求定性8(1)","腹痛伴有肛门坠胀","下腹坠胀是怎么回事","未添加",5,1,2.14,2.14,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门坠胀+","坠胀+求定性8(1)","肛门坠胀 有便意","便意频繁每次拉一点点","未添加",1,1,0.77,0.77,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门坠胀+","坠胀+求定性8(1)","肛门坠胀 有便意","有便意拉不出来怎么回事","未添加",1,1,3.64,3.64,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门坠胀+","坠胀+求定性8(1)","肛门下坠总想大便","老是想大便会是癌症","未添加",2,1,1.05,1.05,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门坠胀+","坠胀+求定性8(1)","肛门下坠总想大便","想拉屎却拉不出来","未添加",1,1,6.60,6.60,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门坠胀+","坠胀+求定性8(1)","肛门下坠总想大便","一天老想大便怎么回事","未添加",1,1,1.85,1.85,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门坠胀+","坠胀+求定性8(1)","肛门下坠总想大便","大便想拉拉不出来是怎么回事","未添加",2,1,3.92,3.92,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门坠胀+","坠胀+求定性8(1)","肛门坠胀便不尽感","排便不尽感","未添加",3,1,1.05,1.05,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门坠胀+","坠胀+求定性8(1)","肛门坠胀便不尽感","老是想大便","未添加",2,1,1.46,1.46,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门坠胀+","坠胀+求定性8(1)","肛门坠胀便不尽感","感觉老是想大便","未添加",1,1,2.46,2.46,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门坠胀+","坠胀+求定性8(1)","肛门下坠老想大便","总想大便每次拉一点点","未添加",3,1,2.55,2.55,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门坠胀+","坠胀+求定性8(1)","肛门下坠老想大便","总是想大便的感觉是怎么回事","未添加",1,1,1.75,1.75,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门坠胀+","坠胀+求定性8(1)","感觉肛门有下坠感","肛门胀痛下坠感症状","已添加",1,1,3.65,3.65,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门坠胀+","坠胀+求定性8(1)","感觉肛门有下坠感","肛门感觉坠胀想上厕所","未添加",1,1,3.21,3.21,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门坠胀+","坠胀+求定性7(2)","肛门坠胀老有便意屁多","肛门坠胀老有便意","已添加",2,1,3.19,3.19,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门坠胀+","坠胀+求定性5(2)","肛门有坠感","女人肛门坠胀是什么原因","未添加",1,1,5.75,5.75,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门坠胀+","坠胀+求定性7(1)","大便时肛门酸胀","老拉大便拉完还想拉,肛门那还感觉酸堵","未添加",1,1,2.03,2.03,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门坠胀+","坠胀+求定性7(1)","腹胀腹痛肛门胀","腹胀是怎么回事","未添加",1,1,4.92,4.92,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门坠胀+","坠胀+求定性7(1)","肛门总有大便的感觉","老是拉大便是怎么回事","未添加",1,1,5.88,5.88,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门坠胀+","坠胀+求定性6(1)","肛门附近坠痛","女性肛门附近肌肉痛","未添加",2,1,2.42,2.42,0,0
"远大肛肠医院12","2019-09-01","新加广泛-肛门坠胀+","坠胀+求解读(事)7-8","肛门坠胀怎么回事","肛门里面胀痛是怎么回事","已添加",1,1,6.10,6.10,0,0
"远大肛肠医院12","2019-09-01","新加广泛-痔疮/便血_组合词+","1","痔疮便血严重","痔疮出血用什么药最好","未添加",1,1,7.66,7.66,0,0
"远大肛肠医院12","2019-09-01","新加广泛-痔疮/便血_组合词+","1","痔疮便血会自己好吗","痣疮出血怎么治最有效果","未添加",1,1,7.86,7.86,0,0
"远大肛肠医院12","2019-09-01","新加广泛-痔疮/便血_组合词+","1","痔疮便血会自愈吗","痔疮大便出血严重吗","已添加",1,1,4.69,4.69,0,0
"远大肛肠医院12","2019-09-01","新加广泛-痔疮/便血_组合词+","1","痔疮疗法","痔疮治疗方法","已添加",9,1,1.20,1.20,0,0
"远大肛肠医院12","2019-09-01","新加广泛-痔疮/便血_组合词+","1","痔疮会自然好吗","痔疮用什么药效果好","未添加",15,2,19.80,9.90,0,0
"远大肛肠医院12","2019-09-01","新加广泛-痔疮/便血_组合词+","1","痔疮会自然好吗","痔疮怎么治","已添加",6,2,23.47,11.74,0,0
"远大肛肠医院12","2019-09-01","新加广泛-痔疮/便血_组合词+","1","痔疮便血自己能自愈吗","痔疮怎么快速止血","未添加",1,1,6.34,6.34,0,0
"远大肛肠医院12","2019-09-01","新加广泛-痔疮/便血_组合词+","1","痔疮便血自己能自愈吗","痔疮便血","已添加",1,1,4.17,4.17,0,0
"远大肛肠医院12","2019-09-01","新加广泛-痔疮/便血_组合词+","1","痔疮出血和便血的区别","痔疮便血","已添加",1,1,6.22,6.22,0,0
"远大肛肠医院12","2019-09-01","新加广泛-痔疮/便血_组合词+","1","痔疮的佳方法","痔疮的最佳治疗方法","已添加",8,1,2.94,2.94,0,0
"远大肛肠医院12","2019-09-01","新加广泛-痔疮/便血_组合词+","1","痔疮的佳方法","痔疮止血的最佳方法","未添加",1,1,6.86,6.86,0,0
"远大肛肠医院12","2019-09-01","新加广泛-痔疮/便血_组合词+","1","吃什么治痔疮","痔疮发作买什么药好","未添加",1,1,4.68,4.68,0,0
"远大肛肠医院12","2019-09-01","新加广泛-痔疮/便血_组合词+","1","吃什么治痔疮","吃什么治痔疮","已添加",2,1,3.67,3.67,0,0
"远大肛肠医院12","2019-09-01","新加广泛-痔疮/便血_组合词+","1","痔疮术后便血","痔疮术后便血怎么办","已添加",1,1,7.72,7.72,0,0
"远大肛肠医院12","2019-09-01","新加广泛-痔疮/便血_组合词+","1","痔疮症状是什么","痔疮的症状","已添加",8,4,16.97,4.24,0,0
"远大肛肠医院12","2019-09-01","新加广泛-痔疮/便血_组合词+","1","痔疮症状是什么","什麼是痔疮","未添加",1,1,3.36,3.36,0,0
"远大肛肠医院12","2019-09-01","新加广泛-痔疮/便血_组合词+","1","为什么人会得痔疮","痔疮不治疗会怎样","已添加",1,1,3.96,3.96,0,0
"远大肛肠医院12","2019-09-01","新加广泛-痔疮/便血_组合词+","1","为什么人会得痔疮","为什麼会长痔疮","未添加",1,1,16.20,16.20,0,0
"远大肛肠医院12","2019-09-01","新加广泛-痔疮/便血_组合词+","1","女性的痔疮","痔疮用什么药效果好","未添加",2,1,7.08,7.08,0,0
"远大肛肠医院12","2019-09-01","新加广泛-痔疮/便血_组合词+","1","长了痔疮","感觉自己长痔疮了怎么办","未添加",1,1,6.29,6.29,0,0
"远大肛肠医院12","2019-09-01","新加广泛-YW-肛门异物[新]","肛门异物+重点词里面的","肛窦炎","肛窦炎","已添加",3,1,4.77,4.77,0,0
"远大肛肠医院12","2019-09-01","新加广泛-YW-肛门异物[新]","屁眼长了一坨肉好痛","屁股出现好多红疙瘩","屁股上起了很多红疙瘩","未添加",3,2,24.10,12.05,0,0
"远大肛肠医院12","2019-09-01","新加广泛-YW-肛门异物[新]","屁眼长了一坨肉好痛","屁股上好多小疙瘩","屁股上有很多小疙瘩","未添加",3,1,3.47,3.47,0,0
"远大肛肠医院12","2019-09-01","新加广泛-YW-肛门异物[新]","屁眼长了一坨肉好痛","屁股上长了个硬硬的包","屁股上长了个硬硬的包","已添加",33,1,21.84,21.84,0,0
"远大肛肠医院12","2019-09-01","新加广泛-YW-肛门异物[新]","屁眼长了一坨肉好痛","屁股上长了个硬硬的包","皮股上长了硬硬的包","未添加",1,1,2.82,2.82,0,0
"远大肛肠医院12","2019-09-01","新加广泛-YW-肛门异物[新]","屁眼长了一坨肉好痛","屁股上长了好多疙瘩","屁股上长了小疙瘩","已添加",13,1,3.70,3.70,0,0
"远大肛肠医院12","2019-09-01","新加广泛-YW-肛门异物[新]","上完厕所肛门内疙瘩肉出来了","屁股出疙瘩","屁股长疙瘩","已添加",5,3,35.80,11.93,0,0
"远大肛肠医院12","2019-09-01","新加广泛-YW-肛门异物[新]","上完厕所肛门内疙瘩肉出来了","肛门有一块肉突出来","肛门有肉突出怎么办","未添加",1,1,18.79,18.79,0,0
"远大肛肠医院12","2019-09-01","新加广泛-YW-肛门异物[新]","上完厕所肛门内疙瘩肉出来了","肛门有肉凸出来","感觉肛门凸出来了,摸起来硬硬的","未添加",1,1,8.82,8.82,0,0
"远大肛肠医院12","2019-09-01","新加广泛-YW-肛门异物[新]","肛门附近长疙瘩是怎么回事","肛门口长了个肉疙瘩怎么回事","肛门处长了一个肉疙瘩是怎么回事","未添加",1,1,5.02,5.02,0,0
"远大肛肠医院12","2019-09-01","新加广泛-YW-肛门异物[新]","肛门上长了个疙瘩特别疼","屁股上长个疙瘩很疼","屁股上长个疙瘩 疼 硬","未添加",1,1,4.79,4.79,0,0
"远大肛肠医院12","2019-09-01","新加广泛-YW-肛门异物[新]","肛门上长了个疙瘩特别疼","屁股上长个疙瘩很疼","屁股上长了小疙瘩很疼","未添加",1,1,5.00,5.00,0,0
"远大肛肠医院12","2019-09-01","新加广泛-YW-肛门异物[新]","屁眼周围长肉团图片","屁股长疙瘩图片","屁股上长了小疙瘩图片","未添加",1,1,6.43,6.43,0,0
"远大肛肠医院12","2019-09-01","新加广泛-YW-肛门异物[新]","肛门外长了一个小肉球","肛门外有几个小肉疙瘩","肛门外有个小肉疙瘩","已添加",7,1,3.32,3.32,0,0
"远大肛肠医院12","2019-09-01","新加广泛-YW-肛门异物[新]","肛口长了个肉球","肛门口有个肉疙瘩是什么","肛门处长了一个肉疙瘩是怎么回事","未添加",3,1,13.77,13.77,0,0
"远大肛肠医院12","2019-09-01","新加广泛-YW-肛门异物[新]","肛门边缘长了个疙瘩","肛门息肉","肛管息肉","未添加",1,1,1.78,1.78,0,0
"远大肛肠医院12","2019-09-01","新加广泛-YW-肛门异物1","肛门+肉球+肛门处","肛门处有一个小肉球","痔疮外痔肉球怎么消除","未添加",1,1,9.64,9.64,0,0
"远大肛肠医院12","2019-09-01","新加广泛-YW-肛门异物1","肛门+异物","肛门息肉是怎么形成的","息肉是如何产生的","未添加",31,5,5.92,1.18,0,0
"远大肛肠医院12","2019-09-01","新加广泛-YW-肛门异物1","肛门+疙瘩","肛门口有个肉疙瘩不","肛门口有个肉疙瘩是什么不疼不痒","未添加",1,1,4.34,4.34,0,0
"远大肛肠医院12","2019-09-01","新加广泛-YW-肛门异物1","肛门+长东西+杂","正常肛门长什么样","屁眼正常的样子","未添加",1,1,3.91,3.91,0,0
"远大肛肠医院12","2019-09-01","新加广泛-YW-肛门异物1","肛门边长疙瘩","肛门边上长个疙瘩","肛门处长了一个肉疙瘩是怎么回事","未添加",1,1,12.93,12.93,0,0
"远大肛肠医院12","2019-09-01","新加广泛-YW-肛门异物1","肛门+长东西+水泡","肛门长了水泡","肛门长了一个泡又痒又疼","未添加",1,1,10.98,10.98,0,0
"远大肛肠医院12","2019-09-01","新加广泛-YW-肛门异物2","肛门口有个肉疙瘩不痛不痒","肛门上长了个肉疙瘩不痛不痒","肛门处长了一个肉疙瘩不痛不痒","未添加",1,1,14.37,14.37,0,0
"远大肛肠医院12","2019-09-01","新加广泛-YW-肛门异物2","[肉球]外块","肛门外面长了一块肉","肛门上有一块肉出来了","已添加",3,1,3.80,3.80,0,0
"远大肛肠医院12","2019-09-01","新加广泛-YW-肛门异物2","异物感","肛门有异物感","屁眼感觉有东西卡着","未添加",1,1,3.18,3.18,0,0
"远大肛肠医院12","2019-09-01","新加广泛-YW-肛门异物2","[疙瘩]小","肛门小疙瘩","肛门处长了一个肉疙瘩是怎么回事","未添加",1,1,7.56,7.56,0,0
"远大肛肠医院12","2019-09-01","新加广泛-YW-肛门异物2","[疙瘩]旁边","肛门旁边长疙瘩","肛门拉屎感觉像有刺","未添加",1,1,8.83,8.83,0,0
